,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1080
1,US,2 day ahead inc death,point,,1080
2,US,3 day ahead inc death,point,,1080
3,US,4 day ahead inc death,point,,1080
4,US,5 day ahead inc death,point,,1080
5,US,6 day ahead inc death,point,,1080
6,US,7 day ahead inc death,point,,1080
7,US,1 day ahead cum death,point,,105974
8,US,2 day ahead cum death,point,,107054
9,US,3 day ahead cum death,point,,108134
10,US,4 day ahead cum death,point,,109214
11,US,5 day ahead cum death,point,,110294
12,US,6 day ahead cum death,point,,111374
13,US,7 day ahead cum death,point,,112454
14,US,1 wk ahead cum death,point,,111374
