,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1736
1,US,2 day ahead inc death,point,,1718
2,US,3 day ahead inc death,point,,1718
3,US,4 day ahead inc death,point,,1718
4,US,5 day ahead inc death,point,,1718
5,US,6 day ahead inc death,point,,1718
6,US,7 day ahead inc death,point,,1718
7,US,8 day ahead inc death,point,,1718
8,US,1 day ahead cum death,point,,89304
9,US,2 day ahead cum death,point,,91022
10,US,3 day ahead cum death,point,,92739
11,US,4 day ahead cum death,point,,94457
12,US,5 day ahead cum death,point,,96174
13,US,6 day ahead cum death,point,,97892
14,US,7 day ahead cum death,point,,99609
15,US,8 day ahead cum death,point,,101327
16,US,1 wk ahead cum death,point,,99609
